suite,dimension,budget,class,function,algorithm,reference,n_algorithm,n_reference,U,theta_competitor_better,p_raw,p_holm,decision
cec2014,30,300000,basic,f1,ARRDE,MSC-CMA,51,51,0.0,1,2.7877502655e-20,7.52692571685e-19,competitor better
cec2014,30,300000,basic,f2,ARRDE,MSC-CMA,51,51,969.0,0.627450980392,0.000131639643845,0.000526558575378,competitor better
cec2014,30,300000,basic,f3,ARRDE,MSC-CMA,51,51,0.0,1,1.39058869614e-20,4.03270721881e-19,competitor better
cec2014,30,300000,basic,f4,ARRDE,MSC-CMA,51,51,0.0,1,1.34417479099e-20,4.03252437296e-19,competitor better
cec2014,30,300000,basic,f5,ARRDE,MSC-CMA,51,51,590.0,0.773164167628,2.01591593461e-06,1.00795796731e-05,competitor better
cec2014,30,300000,basic,f6,ARRDE,MSC-CMA,51,51,0.0,1,1.39058869614e-20,4.03270721881e-19,competitor better
cec2014,30,300000,basic,f7,ARRDE,MSC-CMA,51,51,1122.0,0.56862745098,0.00656187891481,0.0196856367444,competitor better
cec2014,30,300000,basic,f8,ARRDE,MSC-CMA,51,51,440.5,0.830642060746,8.28168283648e-09,5.79717798553e-08,competitor better
cec2014,30,300000,basic,f9,ARRDE,MSC-CMA,51,51,2445.0,0.0599769319493,1.76514793797e-14,1.58863314418e-13,reference better
cec2014,30,300000,basic,f10,ARRDE,MSC-CMA,51,51,114.0,0.956170703576,2.0361698334e-15,2.0361698334e-14,competitor better
cec2014,30,300000,basic,f11,ARRDE,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,7.928835604e-17,reference better
cec2014,30,300000,basic,f12,ARRDE,MSC-CMA,51,51,2592.0,0.00346020761246,5.60728802499e-18,7.928835604e-17,reference better
cec2014,30,300000,basic,f13,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,7.928835604e-17,competitor better
cec2014,30,300000,basic,f14,ARRDE,MSC-CMA,51,51,1.0,0.999615532488,3.50431650512e-18,7.928835604e-17,competitor better
cec2014,30,300000,basic,f15,ARRDE,MSC-CMA,51,51,360.0,0.861591695502,3.15132997925e-10,2.5210639834e-09,competitor better
cec2014,30,300000,basic,f16,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,7.928835604e-17,competitor better
cec2014,30,300000,hybrid,f17,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,7.928835604e-17,competitor better
cec2014,30,300000,hybrid,f18,ARRDE,MSC-CMA,51,51,1.0,0.999615532488,3.50431650512e-18,7.928835604e-17,competitor better
cec2014,30,300000,hybrid,f19,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,7.928835604e-17,competitor better
cec2014,30,300000,hybrid,f20,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,7.928835604e-17,competitor better
cec2014,30,300000,hybrid,f21,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,7.928835604e-17,competitor better
cec2014,30,300000,hybrid,f22,ARRDE,MSC-CMA,51,51,1187.0,0.543637062668,0.449483776668,0.449483776668,n.s.
cec2014,30,300000,composition,f23,ARRDE,MSC-CMA,51,51,2520.0,0.0311418685121,8.07466428017e-19,2.09941271284e-17,reference better
cec2014,30,300000,composition,f24,ARRDE,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,7.928835604e-17,reference better
cec2014,30,300000,composition,f25,ARRDE,MSC-CMA,51,51,44.0,0.98308342945,4.23141245824e-17,4.65455370406e-16,competitor better
cec2014,30,300000,composition,f26,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,7.928835604e-17,competitor better
cec2014,30,300000,composition,f27,ARRDE,MSC-CMA,51,51,0.0,1,1.17940062314e-18,2.94850155784e-17,competitor better
cec2014,30,300000,composition,f28,ARRDE,MSC-CMA,51,51,1582.0,0.391772395233,0.0600179940438,0.120035988088,n.s.
cec2014,30,300000,composition,f29,ARRDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,7.928835604e-17,competitor better
cec2014,30,300000,composition,f30,ARRDE,MSC-CMA,51,51,457.0,0.82429834679,1.68132696366e-08,1.0087961782e-07,competitor better
cec2014,30,300000,basic,f1,BIPOP-CMA,MSC-CMA,51,51,0.0,1,1.39058869614e-20,3.89810689386e-19,competitor better
cec2014,30,300000,basic,f2,BIPOP-CMA,MSC-CMA,51,51,969.0,0.627450980392,0.000131639643845,0.00131639643845,competitor better
cec2014,30,300000,basic,f3,BIPOP-CMA,MSC-CMA,51,51,0.0,1,1.39058869614e-20,3.89810689386e-19,competitor better
cec2014,30,300000,basic,f4,BIPOP-CMA,MSC-CMA,51,51,0.0,1,1.34417479099e-20,3.89810689386e-19,competitor better
cec2014,30,300000,basic,f5,BIPOP-CMA,MSC-CMA,51,51,817.0,0.685890042291,0.00122678791727,0.00981430333816,competitor better
cec2014,30,300000,basic,f6,BIPOP-CMA,MSC-CMA,51,51,149.0,0.942714340638,1.26269535435e-14,2.65166024414e-13,competitor better
cec2014,30,300000,basic,f7,BIPOP-CMA,MSC-CMA,51,51,1122.0,0.56862745098,0.00656187891481,0.0459331524037,competitor better
cec2014,30,300000,basic,f8,BIPOP-CMA,MSC-CMA,51,51,1700.0,0.346405228758,0.00753837000139,0.0459331524037,reference better
cec2014,30,300000,basic,f9,BIPOP-CMA,MSC-CMA,51,51,1390.0,0.465590157632,0.550765664902,0.550765664902,n.s.
cec2014,30,300000,basic,f10,BIPOP-CMA,MSC-CMA,51,51,2366.0,0.0903498654364,1.02035222039e-12,2.04070444077e-11,reference better
cec2014,30,300000,basic,f11,BIPOP-CMA,MSC-CMA,51,51,2341.0,0.0999615532488,3.39270285423e-12,6.44613542303e-11,reference better
cec2014,30,300000,basic,f12,BIPOP-CMA,MSC-CMA,51,51,350.0,0.865436370627,2.04301747289e-10,3.26882795662e-09,competitor better
cec2014,30,300000,basic,f13,BIPOP-CMA,MSC-CMA,51,51,2.0,0.999231064975,3.7169717691e-18,9.29242942276e-17,competitor better
cec2014,30,300000,basic,f14,BIPOP-CMA,MSC-CMA,51,51,71.0,0.972702806613,1.94642282107e-16,4.47677248845e-15,competitor better
cec2014,30,300000,basic,f15,BIPOP-CMA,MSC-CMA,51,51,326.0,0.874663590927,7.09207735153e-11,1.20565314976e-09,competitor better
cec2014,30,300000,basic,f16,BIPOP-CMA,MSC-CMA,51,51,458.0,0.823913879277,1.74794843349e-08,2.44712780689e-07,competitor better
cec2014,30,300000,hybrid,f17,BIPOP-CMA,MSC-CMA,51,51,913.0,0.648981161092,0.00959542598442,0.0461435932467,competitor better
cec2014,30,300000,hybrid,f18,BIPOP-CMA,MSC-CMA,51,51,2079.0,0.200692041522,1.91994291281e-07,2.30393149537e-06,reference better
cec2014,30,300000,hybrid,f19,BIPOP-CMA,MSC-CMA,51,51,690.0,0.734717416378,4.45439409522e-05,0.000489983350474,competitor better
cec2014,30,300000,hybrid,f20,BIPOP-CMA,MSC-CMA,51,51,740.0,0.715494040754,0.000178309866781,0.00160478880103,competitor better
cec2014,30,300000,hybrid,f21,BIPOP-CMA,MSC-CMA,51,51,1474.0,0.433294886582,0.24693000179,0.49386000358,n.s.
cec2014,30,300000,hybrid,f22,BIPOP-CMA,MSC-CMA,51,51,1690.0,0.350249903883,0.00922871864933,0.0461435932467,reference better
cec2014,30,300000,composition,f23,BIPOP-CMA,MSC-CMA,51,51,75.0,0.971164936563,4.025693784e-21,1.2077081352e-19,competitor better
cec2014,30,300000,composition,f24,BIPOP-CMA,MSC-CMA,51,51,2496.0,0.040369088812,1.26677033117e-15,2.78689472858e-14,reference better
cec2014,30,300000,composition,f25,BIPOP-CMA,MSC-CMA,51,51,416.0,0.840061514802,3.29057442898e-09,4.93586164348e-08,competitor better
cec2014,30,300000,composition,f26,BIPOP-CMA,MSC-CMA,51,51,31.0,0.988081507113,2.01291247759e-17,4.8309899462e-16,competitor better
cec2014,30,300000,composition,f27,BIPOP-CMA,MSC-CMA,51,51,1062.0,0.59169550173,0.111186584013,0.333559752039,n.s.
cec2014,30,300000,composition,f28,BIPOP-CMA,MSC-CMA,51,51,2127.0,0.182237600923,3.23576862436e-08,4.20649921167e-07,reference better
cec2014,30,300000,composition,f29,BIPOP-CMA,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,300000,composition,f30,BIPOP-CMA,MSC-CMA,51,51,2295.0,0.117647058824,2.88055763228e-11,5.1850037381e-10,reference better
cec2014,30,300000,basic,f1,LSRTDE,MSC-CMA,51,51,0.0,1,1.39058869614e-20,4.03270721881e-19,competitor better
cec2014,30,300000,basic,f2,LSRTDE,MSC-CMA,51,51,969.0,0.627450980392,0.000131639643845,0.00105311715076,competitor better
cec2014,30,300000,basic,f3,LSRTDE,MSC-CMA,51,51,0.0,1,1.39058869614e-20,4.03270721881e-19,competitor better
cec2014,30,300000,basic,f4,LSRTDE,MSC-CMA,51,51,0.0,1,1.34417479099e-20,4.03252437296e-19,competitor better
cec2014,30,300000,basic,f5,LSRTDE,MSC-CMA,51,51,1817.0,0.301422529796,0.000553491594734,0.00387444116314,reference better
cec2014,30,300000,basic,f6,LSRTDE,MSC-CMA,51,51,0.0,1,1.86400136067e-19,5.03280367381e-18,competitor better
cec2014,30,300000,basic,f7,LSRTDE,MSC-CMA,51,51,1122.0,0.56862745098,0.00656187891481,0.0328093945741,competitor better
cec2014,30,300000,basic,f8,LSRTDE,MSC-CMA,51,51,25.5,0.990196078431,1.18593218958e-17,1.77889828437e-16,competitor better
cec2014,30,300000,basic,f9,LSRTDE,MSC-CMA,51,51,397.0,0.847366397539,1.4346386268e-09,1.4346386268e-08,competitor better
cec2014,30,300000,basic,f10,LSRTDE,MSC-CMA,51,51,182.0,0.930026912726,7.2951425785e-14,8.7541710942e-13,competitor better
cec2014,30,300000,basic,f11,LSRTDE,MSC-CMA,51,51,1366.0,0.474817377932,0.663543571866,1,n.s.
cec2014,30,300000,basic,f12,LSRTDE,MSC-CMA,51,51,2600.0,0.000384467512495,3.50431650512e-18,8.58957190433e-17,reference better
cec2014,30,300000,basic,f13,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,300000,basic,f14,LSRTDE,MSC-CMA,51,51,26.0,0.990003844675,1.50830248486e-17,2.1116234788e-16,competitor better
cec2014,30,300000,basic,f15,LSRTDE,MSC-CMA,51,51,2385.0,0.083044982699,4.01974260385e-13,4.42171686423e-12,reference better
cec2014,30,300000,basic,f16,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,300000,hybrid,f17,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,300000,hybrid,f18,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,300000,hybrid,f19,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,300000,hybrid,f20,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,300000,hybrid,f21,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,300000,hybrid,f22,LSRTDE,MSC-CMA,51,51,997.0,0.616685890042,0.0425714428714,0.170285771486,n.s.
cec2014,30,300000,composition,f23,LSRTDE,MSC-CMA,51,51,1275.0,0.509803921569,0.326892579782,0.980677739345,n.s.
cec2014,30,300000,composition,f24,LSRTDE,MSC-CMA,51,51,816.0,0.686274509804,0.00119835925091,0.00719015550547,competitor better
cec2014,30,300000,composition,f25,LSRTDE,MSC-CMA,51,51,63.0,0.975778546713,1.23901096154e-16,1.61071425e-15,competitor better
cec2014,30,300000,composition,f26,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,300000,composition,f27,LSRTDE,MSC-CMA,51,51,637.0,0.755094194541,6.29751150318e-06,5.66776035286e-05,competitor better
cec2014,30,300000,composition,f28,LSRTDE,MSC-CMA,51,51,1232.0,0.526336024606,0.649021389565,1,n.s.
cec2014,30,300000,composition,f29,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,300000,composition,f30,LSRTDE,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,300000,basic,f1,NLSHADE-RSP,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,9.24830316308e-17,reference better
cec2014,30,300000,basic,f2,NLSHADE-RSP,MSC-CMA,51,51,1232.0,0.526336024606,0.533970335532,1,n.s.
cec2014,30,300000,basic,f3,NLSHADE-RSP,MSC-CMA,51,51,231.0,0.911188004614,5.13399480811e-13,6.67419325055e-12,competitor better
cec2014,30,300000,basic,f4,NLSHADE-RSP,MSC-CMA,51,51,1963.0,0.245290272972,9.33300293531e-06,6.53310205471e-05,reference better
cec2014,30,300000,basic,f5,NLSHADE-RSP,MSC-CMA,51,51,919.0,0.646674356017,0.0107747177931,0.0430988711723,competitor better
cec2014,30,300000,basic,f6,NLSHADE-RSP,MSC-CMA,51,51,2575.0,0.00999615532488,1.50830248486e-17,3.1674352182e-16,reference better
cec2014,30,300000,basic,f7,NLSHADE-RSP,MSC-CMA,51,51,1122.0,0.56862745098,0.00656187891481,0.0328093945741,competitor better
cec2014,30,300000,basic,f8,NLSHADE-RSP,MSC-CMA,51,51,0.0,1,1.34951255541e-20,4.04853766622e-19,competitor better
cec2014,30,300000,basic,f9,NLSHADE-RSP,MSC-CMA,51,51,2601.0,0,3.09398442753e-18,8.97255483983e-17,reference better
cec2014,30,300000,basic,f10,NLSHADE-RSP,MSC-CMA,51,51,0.0,1,3.30296541539e-18,9.24830316308e-17,competitor better
cec2014,30,300000,basic,f11,NLSHADE-RSP,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,9.24830316308e-17,reference better
cec2014,30,300000,basic,f12,NLSHADE-RSP,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,9.24830316308e-17,reference better
cec2014,30,300000,basic,f13,NLSHADE-RSP,MSC-CMA,51,51,137.0,0.947327950788,7.04789984583e-15,1.19814297379e-13,competitor better
cec2014,30,300000,basic,f14,NLSHADE-RSP,MSC-CMA,51,51,0.0,1,3.30368150167e-18,9.24830316308e-17,competitor better
cec2014,30,300000,basic,f15,NLSHADE-RSP,MSC-CMA,51,51,2437.0,0.0630526720492,2.89532465184e-14,4.34298697776e-13,reference better
cec2014,30,300000,basic,f16,NLSHADE-RSP,MSC-CMA,51,51,0.0,1,3.30368150167e-18,9.24830316308e-17,competitor better
cec2014,30,300000,hybrid,f17,NLSHADE-RSP,MSC-CMA,51,51,2573.0,0.0107650903499,1.69309231412e-17,3.38618462824e-16,reference better
cec2014,30,300000,hybrid,f18,NLSHADE-RSP,MSC-CMA,51,51,1280.0,0.507881584006,0.893517909432,1,n.s.
cec2014,30,300000,hybrid,f19,NLSHADE-RSP,MSC-CMA,51,51,102.0,0.960784313725,1.07600374748e-15,1.93680674546e-14,competitor better
cec2014,30,300000,hybrid,f20,NLSHADE-RSP,MSC-CMA,51,51,281.0,0.891964628989,9.11237048785e-12,1.09348445854e-10,competitor better
cec2014,30,300000,hybrid,f21,NLSHADE-RSP,MSC-CMA,51,51,2301.0,0.115340253749,2.19079009821e-11,2.40986910803e-10,reference better
cec2014,30,300000,hybrid,f22,NLSHADE-RSP,MSC-CMA,51,51,2261.0,0.130718954248,1.31870343038e-10,1.18683308735e-09,reference better
cec2014,30,300000,composition,f23,NLSHADE-RSP,MSC-CMA,51,51,1793.5,0.31045751634,3.06805586008e-06,2.45444468806e-05,reference better
cec2014,30,300000,composition,f24,NLSHADE-RSP,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,9.24830316308e-17,reference better
cec2014,30,300000,composition,f25,NLSHADE-RSP,MSC-CMA,51,51,2420.0,0.0695886197616,6.93266177465e-14,9.70572648451e-13,reference better
cec2014,30,300000,composition,f26,NLSHADE-RSP,MSC-CMA,51,51,305.0,0.882737408689,2.75240031845e-11,2.75240031845e-10,competitor better
cec2014,30,300000,composition,f27,NLSHADE-RSP,MSC-CMA,51,51,2445.0,0.0599769319493,1.91132416127e-14,3.05811865804e-13,reference better
cec2014,30,300000,composition,f28,NLSHADE-RSP,MSC-CMA,51,51,2565.0,0.0138408304498,2.68337425709e-17,5.09841108847e-16,reference better
cec2014,30,300000,composition,f29,NLSHADE-RSP,MSC-CMA,51,51,836.0,0.678585159554,0.00190011449257,0.0114006869554,competitor better
cec2014,30,300000,composition,f30,NLSHADE-RSP,MSC-CMA,51,51,1640.0,0.369473279508,0.0232788003954,0.0698364011863,n.s.
cec2014,30,300000,basic,f1,j2020,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.58957190433e-17,reference better
cec2014,30,300000,basic,f2,j2020,MSC-CMA,51,51,969.0,0.627450980392,0.000131639643845,0.000921477506912,competitor better
cec2014,30,300000,basic,f3,j2020,MSC-CMA,51,51,0.0,1,1.39058869614e-20,3.91358641068e-19,competitor better
cec2014,30,300000,basic,f4,j2020,MSC-CMA,51,51,2508.0,0.0357554786621,6.43222623834e-16,1.02915619813e-14,reference better
cec2014,30,300000,basic,f5,j2020,MSC-CMA,51,51,967.0,0.628219915417,0.0258357669031,0.0775073007092,n.s.
cec2014,30,300000,basic,f6,j2020,MSC-CMA,51,51,1662.0,0.361014994233,0.0156862158247,0.0627448632987,n.s.
cec2014,30,300000,basic,f7,j2020,MSC-CMA,51,51,1148.0,0.558631295656,0.0290917587912,0.0775073007092,n.s.
cec2014,30,300000,basic,f8,j2020,MSC-CMA,51,51,0.0,1,1.34951255541e-20,3.91358641068e-19,competitor better
cec2014,30,300000,basic,f9,j2020,MSC-CMA,51,51,2601.0,0,3.09398442753e-18,8.35375795433e-17,reference better
cec2014,30,300000,basic,f10,j2020,MSC-CMA,51,51,0.0,1,3.30368150167e-18,8.58957190433e-17,competitor better
cec2014,30,300000,basic,f11,j2020,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.58957190433e-17,reference better
cec2014,30,300000,basic,f12,j2020,MSC-CMA,51,51,2601.0,0,3.30368150167e-18,8.58957190433e-17,reference better
cec2014,30,300000,basic,f13,j2020,MSC-CMA,51,51,1779.0,0.316032295271,0.00137850595274,0.00827103571644,reference better
cec2014,30,300000,basic,f14,j2020,MSC-CMA,51,51,3.0,0.998846597463,3.94235734472e-18,8.58957190433e-17,competitor better
