suite,dimension,budget,algorithm,payload_algorithm,function_id,n_runs,terminal_value_source,nfev_total_known,nfev_total_min,nfev_total_max,overrun_runs,max_budget_excess,source_path,source_sha256
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,16,51,pkl.errors,True,100000,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f16.pkl,14a2a0d211033c386e4746e4b29166c06a30bd8fa53633c3d06ca780d3dcf718
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,17,51,pkl.errors,True,100000,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f17.pkl,e24054821cd3a8f64ac07a3e834817eb5c86593f6f351d0c752e4c1f7cbc4eb4
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,18,51,pkl.errors,True,100000,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f18.pkl,1fc032533d95e91699a907c852e007b22ec7ce8dcf71fd005934716dff0ae39e
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,19,51,pkl.errors,True,99618,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f19.pkl,3a149046d994ba01f779f94f504e2fc51db68ab09add344c34ddeec98f536824
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,20,51,pkl.errors,True,100000,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f20.pkl,460fb183b08883112ec534240b398c9c67d7c230b16c24bba7f9290c522f4105
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,21,51,pkl.errors,True,99983,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f21.pkl,a2284f441e225ce6167eb60ebf9cb91d717edaff0d37d9f89c1d41bf3e185301
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,22,51,pkl.errors,True,99652,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f22.pkl,a15d42174e71d070fafb69f335bad418a574966fed8c9386aad34daf4719fa9c
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,23,51,pkl.errors,True,99609,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f23.pkl,247711be49425e3187d744defd5cc510b24a319bdd64b2be88dab09baca583c4
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,24,51,pkl.errors,True,99945,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f24.pkl,578e2c42252dd35d74474659630c95adf1594688d076f5307c458336215aad1f
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,25,51,pkl.errors,True,99861,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f25.pkl,5799ba8cc08cd2b147e1f34a30ba7d3a844cd8b1faf6858011864a8d3356f8d9
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,26,51,pkl.errors,True,99773,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f26.pkl,786a6c6faf0b2b84c80486fcd5e5b19fb330c0c1f081c3d01f2ccf91f4b3ae22
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,27,51,pkl.errors,True,100000,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f27.pkl,055c3070e87ac81251ea3ee9208ba8a99178d46c3d52d93865c397e6da098672
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,28,51,pkl.errors,True,100000,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f28.pkl,76cc89ac404508728d50a88f4c98380b7e1fa7361f0447f8041b3ba93bef5f7e
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,29,51,pkl.errors,True,99633,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f29.pkl,3ffa553e7f65cbc481a7fec60a5d7039c01595bcf17052cb9035f64a146af47b
cec2017,10,100000,NEA2PLUS-PY,NEA2PLUS-PY,30,51,pkl.errors,True,100000,100000,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/NEA2PLUS-PY/maxevals_100000/f30.pkl,1ec83762a9d7cda4995b0e631d42c95d697b62327cc64cf742450598e7dfd071
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,1,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f1.pkl,eb33a957e7afddc5ba75664b0652712f853b2d6eb0176704b6253713afcc2d16
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,3,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f3.pkl,6f5f81bf9446579553a9c850ae694f77f587074163b139465113e0798c1f8025
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,4,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f4.pkl,5ac58c2447b08e575e733bef2619a597cf8293a043d88690163a3c70cab15ca6
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,5,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f5.pkl,a78953f0277c5bc43d8df0b74b6448eccd5da824f176d19de8cd0a369ff8bd7c
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,6,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f6.pkl,84bd232e34dbcb02b3cb96d606dab66d7d6913fdf0afca807ba1b02774b90ba5
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,7,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f7.pkl,c0db32429081bf057591108f88260f9937ad4d770667648c098e35a174f02322
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,8,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f8.pkl,496ec71ff149e08a8156e9436e02be66a93acccdd2a24e53e888043f5740db7b
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,9,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f9.pkl,c0c4833d0bec478eb61a2daea87cee860b80cc479f39456acab06c0d7b9de84c
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,10,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f10.pkl,6126bbe01bbd7714d9c368393c073d38b86d9f9ec23a6c72ceec77ea8f2a622e
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,11,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f11.pkl,c803d78d836bc9a2935d07fb7bc19a5337e384af6ba502f59a24cabc0b24d1d9
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,12,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f12.pkl,8dcd0516d99e4b2005085728963d877f7b5a67480584ebccd99a05fe4ce17437
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,13,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f13.pkl,1577b6fd627ed69c568c5c3214dbcf2aca323fbcfb1ee99f75259ec000f78ff8
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,14,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f14.pkl,ea090854e458ca6feb16f4dd431257d21a6270fde31ed497e396a457d7a72ab9
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,15,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f15.pkl,8691ef056de4fda5801ba1fe89801a84fe1474dda7fc018ccc22e40c3780f003
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,16,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f16.pkl,52f8d9c30ce2c366ef0f13f3f96407fbd09e3c98ce7f093e629dc4b91cffb491
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,17,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f17.pkl,4a0b1a54751e45259c517318b11091876b468b191df87a2a1133cf98a9a205a8
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,18,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f18.pkl,9b9ac93068be3715c43c5e1c9331931167fbdc73e68dbb96addf3ee2eacbb96d
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,19,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f19.pkl,9bd9b02264d1a2fc2a05b6bf201439693adc32a42f80b0a0e526fe7246bd57f6
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,20,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f20.pkl,c7cf3d64517459dd13ada6b7fe4f60e060713986d5b5accacbe56a908ad4385c
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,21,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f21.pkl,fc4a9b91671c0b9f6a23590cf5aebdd31a76939c19094d3b83aa9c4c65544b4c
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,22,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f22.pkl,2e0894fa4bec9e2db2ff4ed7c550cc40788a0e334726a42a8cb8b84f54fae2a2
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,23,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f23.pkl,2d0bd4d964ee34790884667bb4f051f4453f90c9267b0975232360e48fe23d6d
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,24,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f24.pkl,c6193afd67bca98600589517092966f20228cf92a2b32a339ee5157f0fcd9dd7
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,25,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f25.pkl,982923c11cc039b7b568c8b40b2e6cd01f28a3ed5b0b3393be78908775678289
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,26,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f26.pkl,2bec33f3bfe602526ed3cc9c831e84a5d07943bbeffe24cf6f9533c76af1e7cc
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,27,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f27.pkl,f0f78114e66c9a98a90b2d29bdd1fb6f151b3ef5e7f8ec02a39128129a8cd6ac
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,28,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f28.pkl,5a78c5f898b183ebe18e6568a2bdce2aa3b75f11e57f080612779263539d9a12
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,29,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f29.pkl,1f31e5ef64bea6d0ff9821fc2e596223eb8c9239bd4dd63ddbe4c349470d3774
cec2017,10,100000,BIPOP-CMA,BIPOP-CMA-pycma,30,51,pkl.errors,False,,,0,0,/home/svety/cma_es_project/experiments/cec2017/d10/BIPOP-CMA/maxevals_100000/f30.pkl,6a267c889e690c2713d9898a5089a3e0825bc28f85d0f64ecb5bc851b6255777
