suite,dimension,budget,function_id,problem,algorithm,dsc_rank,dsc_rank2
cec2017,10,100000,20,F20_10D,MSC-CMA,1.0,2
cec2017,10,100000,20,F20_10D,NEA2PLUS-PY,3.0,6
cec2017,10,100000,20,F20_10D,BIPOP-CMA,2.0,4
cec2017,10,100000,21,F21_10D,MSC-CMA,1.0,2
cec2017,10,100000,21,F21_10D,NEA2PLUS-PY,2.0,4
cec2017,10,100000,21,F21_10D,BIPOP-CMA,3.0,6
cec2017,10,100000,22,F22_10D,MSC-CMA,1.0,2
cec2017,10,100000,22,F22_10D,NEA2PLUS-PY,2.0,4
cec2017,10,100000,22,F22_10D,BIPOP-CMA,3.0,6
cec2017,10,100000,23,F23_10D,MSC-CMA,1.5,3
cec2017,10,100000,23,F23_10D,NEA2PLUS-PY,3.0,6
cec2017,10,100000,23,F23_10D,BIPOP-CMA,1.5,3
cec2017,10,100000,24,F24_10D,MSC-CMA,1.0,2
cec2017,10,100000,24,F24_10D,NEA2PLUS-PY,2.0,4
cec2017,10,100000,24,F24_10D,BIPOP-CMA,3.0,6
cec2017,10,100000,25,F25_10D,MSC-CMA,1.0,2
cec2017,10,100000,25,F25_10D,NEA2PLUS-PY,2.0,4
cec2017,10,100000,25,F25_10D,BIPOP-CMA,3.0,6
cec2017,10,100000,26,F26_10D,MSC-CMA,1.0,2
cec2017,10,100000,26,F26_10D,NEA2PLUS-PY,2.0,4
cec2017,10,100000,26,F26_10D,BIPOP-CMA,3.0,6
cec2017,10,100000,27,F27_10D,MSC-CMA,2.0,4
cec2017,10,100000,27,F27_10D,NEA2PLUS-PY,3.0,6
cec2017,10,100000,27,F27_10D,BIPOP-CMA,1.0,2
cec2017,10,100000,28,F28_10D,MSC-CMA,1.0,2
cec2017,10,100000,28,F28_10D,NEA2PLUS-PY,2.0,4
cec2017,10,100000,28,F28_10D,BIPOP-CMA,3.0,6
cec2017,10,100000,29,F29_10D,MSC-CMA,1.0,2
cec2017,10,100000,29,F29_10D,NEA2PLUS-PY,2.5,5
cec2017,10,100000,29,F29_10D,BIPOP-CMA,2.5,5
cec2017,10,100000,30,F30_10D,MSC-CMA,1.0,2
cec2017,10,100000,30,F30_10D,NEA2PLUS-PY,3.0,6
cec2017,10,100000,30,F30_10D,BIPOP-CMA,2.0,4
